Date,Open,High,Low,Close,Adj Close,Volume
4/30/2020,696,719.799988,696,716.200012,699.077271,430782
5/4/2020,694.549988,700.950012,670.450012,673.75,657.642151,202813
5/5/2020,681.150024,685.5,670.099976,674.25,658.130188,120580
5/6/2020,679.700012,681.299988,664.25,666.200012,650.272705,162251
5/7/2020,666.099976,674.099976,663.049988,665.049988,649.150146,93599
5/8/2020,672.900024,680.950012,668.599976,674.650024,658.52063,158605
5/11/2020,680,698.400024,677.700012,682.75,666.427002,147260
5/12/2020,678,691,675.5,687.75,671.307434,156715
5/13/2020,700,700,684.599976,693.900024,677.310486,192736
5/14/2020,664,671.650024,654.049988,658.099976,642.366333,472186
5/15/2020,665.5,665.5,647,652.299988,636.704956,310061
5/18/2020,664,670.450012,653.900024,663.599976,647.734802,251322
5/19/2020,665.900024,674.700012,655.900024,668.950012,652.95697,254650
5/20/2020,666.549988,673.200012,659.799988,670.200012,654.177063,230449
5/21/2020,668.400024,679.700012,665.299988,672,655.93396,217317
5/22/2020,672.150024,695.25,672.150024,692.25,675.69989,300974
5/26/2020,695,699.599976,678.950012,680.150024,663.88916,208176
5/27/2020,682.75,708.900024,675.099976,705.299988,688.437866,1274033
5/28/2020,706.099976,709.900024,690,707.25,690.341248,543370
5/29/2020,697,700.700012,680.400024,691.349976,684.009216,582952
6/1/2020,696.549988,706.650024,692,699.5,692.072693,352265
6/2/2020,699.900024,711.650024,698.299988,708.049988,700.531921,288345
6/3/2020,713,713,696.5,701.349976,693.903015,251762
6/4/2020,702,709.75,697.650024,707.799988,700.284546,538192
6/5/2020,708,711.849976,700.650024,703.75,696.277588,268996
6/8/2020,708.950012,725.650024,704.400024,720.549988,712.89917,922283
6/9/2020,721.900024,729.400024,715.299988,717.75,710.128906,520552
6/10/2020,715,719.400024,709.599976,715.849976,708.249084,214885
6/11/2020,713.849976,716.200012,700.450012,703.599976,696.12915,467025
6/12/2020,680,694.799988,675.049988,692.099976,684.751221,513795
6/15/2020,695,704.150024,685.450012,687.25,679.952759,288823
6/16/2020,701,711.799988,699.150024,700.950012,693.507324,720249
6/17/2020,700.700012,710.200012,698.5,703.599976,696.12915,160592
6/18/2020,704,716.700012,704,713.849976,706.270325,375820
6/19/2020,713,713,701.099976,705.650024,698.15741,633929
6/22/2020,704.5,708.5,700,703.650024,696.17865,345887
6/23/2020,696.799988,724.299988,692.299988,720.450012,712.800232,388008
6/24/2020,719.950012,726.75,709.549988,714.200012,706.616638,837006
6/25/2020,705,705.400024,693.049988,699.599976,692.171631,633979
6/26/2020,706.900024,750.900024,706.900024,748.150024,740.206116,821530
6/29/2020,738.75,744.549988,730,731.450012,723.683472,327676
6/30/2020,734.400024,739,724.5,735.900024,728.086243,203743
7/1/2020,736,742.049988,730,732.5,724.72229,363835
7/2/2020,735.799988,765.049988,735.799988,756.299988,748.269592,534984
7/3/2020,756.599976,763.849976,752.549988,762.599976,754.502686,151985
7/6/2020,765,774.900024,762,763.75,755.640503,441476
7/7/2020,774,796.650024,766.299988,794.400024,785.965088,564766
7/8/2020,786.5,786.5,772.75,774.599976,766.375244,212793
7/9/2020,778,789.849976,775.099976,781.549988,773.251465,186954
7/10/2020,772,789.349976,772,781.799988,773.49884,220696
7/13/2020,790,804.900024,787.549988,796.700012,788.240601,275987
7/14/2020,795.650024,806.299988,781.450012,783.200012,774.883972,367334
7/15/2020,796.900024,848,795.349976,831.450012,822.621643,1272970
7/16/2020,900,952,890,910.900024,901.228088,3327650
7/17/2020,911,920,892.200012,904,894.401306,1728207
7/20/2020,904,945,904,933.549988,923.637512,797602
7/21/2020,945.900024,949.400024,929.349976,936.700012,926.754089,858147
7/22/2020,940,940,911.549988,919.400024,909.637817,481341
7/23/2020,916,916.549988,900.650024,908.849976,899.199768,790412
7/24/2020,904.700012,925.349976,903.950012,922.599976,912.803772,845525
7/27/2020,922.450012,952.450012,918.599976,947.950012,937.884644,548113
7/28/2020,947.950012,967.200012,941.900024,962.75,952.527466,652792
7/29/2020,953.450012,959.599976,943.75,953.849976,943.721985,519229
7/30/2020,960,972.5,958.650024,961.849976,951.637024,569279
7/31/2020,965,986,953.400024,966.25,955.990356,685429
8/3/2020,962.799988,965,947.75,957.349976,947.184814,292771
8/4/2020,959.700012,970,941.049988,950.099976,940.01178,353882
8/5/2020,950.25,960.650024,938.5,944.599976,934.57019,533690
8/6/2020,950,974.549988,942.75,969.200012,958.908997,585867
8/7/2020,970.849976,970.849976,949,950.75,940.654907,440768
8/10/2020,950.75,956.650024,945.599976,951.099976,941.00116,541207
8/11/2020,951.950012,961.950012,946.349976,948.200012,938.132019,504482
8/12/2020,950.5,958.75,942.299988,955.349976,945.206055,277192
8/13/2020,955.349976,968,948.799988,951.25,941.149597,265916
8/14/2020,955,963,952,953.5,943.375732,484478
8/17/2020,953.5,972.450012,953.5,957.5,947.333252,541115
8/18/2020,961.799988,969,958.75,967.150024,956.880798,108582
8/19/2020,970,971.700012,958,959.299988,949.114136,117800
8/20/2020,959,965,951.25,955.049988,944.909241,105929
8/21/2020,960.099976,963,946.700012,948.849976,938.775085,96628
8/24/2020,949.849976,951.950012,939.549988,947.200012,937.142639,298417
8/25/2020,946.450012,948.5,934.099976,938.349976,928.386536,221870
8/26/2020,938.549988,954,938.549988,950.799988,940.704346,328950
8/27/2020,960,960.549988,945.099976,946.400024,936.351135,321931
8/28/2020,950.099976,951.900024,933.099976,934.849976,924.923706,146816
8/31/2020,935,950.299988,915.75,928.5,918.641174,242821
9/1/2020,925,935,912.599976,914.299988,904.591919,131881
9/2/2020,917.900024,926.099976,914.299988,924.049988,914.238403,1627215
9/3/2020,925.75,949.150024,924,935.400024,925.467896,326429
9/4/2020,921.5,929.5,915.549988,919.25,909.48938,165556
9/7/2020,919.25,927.5,913.700012,924.650024,914.832092,177849
9/8/2020,929.700012,951.799988,926.450012,940.049988,930.068481,296135
9/9/2020,930,945.700012,926,928.299988,918.443298,346359
9/10/2020,935.900024,941.5,925.200012,939.950012,929.969604,229230
9/11/2020,936,953.849976,931.200012,945.400024,935.361755,151955
9/14/2020,949.5,991.049988,948.849976,977.950012,967.566101,652772
9/15/2020,979.950012,994,972,981.900024,971.474182,232236
9/16/2020,990.950012,1006,982.299988,1001.049988,990.420837,1413638
9/17/2020,996,1020.599976,994.650024,1010.650024,999.918884,370943
9/18/2020,1015.950012,1018.599976,999,1002.549988,991.904907,358949
9/21/2020,1000,1030.800049,1000,1009.299988,998.583191,478960
9/22/2020,1010.400024,1022.400024,991.5,1007.200012,996.505554,466321
9/23/2020,1016.349976,1037.099976,1001.549988,1019.650024,1008.823364,474419
9/24/2020,1008,1008,970.150024,975.349976,964.993652,283773
9/25/2020,985,1014.049988,976.900024,1011.049988,1000.314636,316411
9/28/2020,1014.900024,1016.299988,998.5,1009.5,998.781128,207259
9/29/2020,1018.950012,1028,1004.200012,1010.25,999.523132,261440
